X,Y,OBJECTID,TRADE_NAME,LICENCE_NUMBER,licence_status,ISSUED_DATE,Covers_FROM,Covers_TO,LICENCE_TYPE_NAME,naics_description,trade_description,MailingAddress,gislink,legal_id,AMOUNT,CIVIC_UNIT,CIVIC_HOUSE,CIVIC_STREET,CIVIC_ADDRESS,Neighbourhood
473778.4603,5363454.849,4944,NVISION PROPERTY MANAGEMENT (2021) LTD,00032674,APPROVED,20240124,20240101,20241231,BUSINESS SERVICES - GENERAL,"Admin., support, waste mgmt & remed. services / Administrative & support services / Business support services",BUSINESS SERVICES - GENERAL,"301-1106 COOK ST
VICTORIA BC  V8V 3K4",01527009,65807C160629111104690000,100,301,1106,COOK ST,"301-1106 COOK ST
VICTORIA BC  V8V 3Z9",DOWNTOWN
472692.7574,5363774.5373,4945,NTS VIRTUAL HEALTH SOLUTIONS,00039480,APPROVED,20231205,20240101,20241231,BUSINESS SERVICES - OFFICE,"Admin., support, waste mgmt & remed. services / Administrative & support services / Business support services",BUSINESS SERVICES - OFFICE,"200-535 YATES ST ROOM 401
VICTORIA BC  V8W 2Z6",01064005,1920020328155341890000,100,,535,YATES ST,"535 YATES ST
VICTORIA BC  V8W 2Z6",DOWNTOWN
472888.6645,5363363.2182,4946,JAGASILK,20121,APPROVED,20231213,20240101,20241231,RESTAURANT - COFFEE BAR,Accommodation & food services / Food services & drinking places / Full-serv. rest. & limited-serv. eating place,RESTAURANT - COFFEE BAR,"17A-633 COURTNEY ST
VICTORIA BC  V8W 1B9",01032002,977720030528085727200000,100,A17,633,COURTNEY ST,"A17-633 COURTNEY ST
VICTORIA BC  V8W 1B9",DOWNTOWN
472496.6957,5364535.7856,4947,ISLAND ASPHALT COMPANY,1814,APPROVED,20231204,20240101,20241231,WHOLESALE - VARIOUS,Wholesale trade,WHOLESALE - VARIOUS,"PO BOX 1324
VICTORIA MAIN PO
VICTORIA BC  V8W 2W3",01077017,1920020328155608140000,200,,2040,STORE ST,"2040 STORE ST
VICTORIA BC  V8T 4R4",BURNSIDE
475324.1832,5362046.3334,4948,"O'BRIAN, TRAVIS M",00034920,APPROVED,20240216,20240101,20241231,PRINCIPAL RESIDENT OPERATOR - OWNER,Accommodation & food services / Accommodation services / Traveller accommodation,SHORT TERM RENTAL,"1666 ROSS ST
VICTORIA BC  V8S 1K2",05326018,1920020328172838330000,150,,1666,ROSS ST,"1666 ROSS ST
VICTORIA BC  V8S 1K2",GONZALES
472722.8181,5364041.268,4949,"O'BRIEN, EMMA",00047437,APPROVED,20240724,20240711,20241231,NON-TRANSIENT ONE BEDROOM - NON TRANSIENT,Real estate & rental & leasing / Real estate / Lessors of real estate,NON-TRANSIENT ONE BEDROOM - NON TRANSIENT,"305-528 PANDORA AVE
VICTORIA BC  V8W 0C6",029-264-715,87948C140307100024620000,15,305,528,PANDORA AVE,"305-528 PANDORA AVE
VICTORIA BC  V8W 0C6",DOWNTOWN
473119.3581,5363763.3539,4950,"OBRIEN, WYNONA",00045616,APPROVED,20240111,20240101,20241231,PROFESSIONAL - HEALTH,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners,PROFESSIONAL - HEALTH,"726 YATES ST
VICTORIA BC  V8W 1L4",029-517-753,96639C150327093120060000,100,,726,YATES ST,"726 YATES ST
VICTORIA BC  V8W 0C8",DOWNTOWN
472783.5204,5363959.0833,4951,"O'CONNOR, MARIE
CHIN, SCOTT",00036406,APPROVED,20240116,20240101,20241231,NON-PRINCIPAL RESIDENT OPERATOR - OWNER,Accommodation & food services / Accommodation services / Traveller accommodation,SHORT TERM RENTAL,"903-1590 WEST 8TH AVE
VANCOUVER BC  V6J 4R8",030-102-600,89117C170407104116150000,1500,205,595,PANDORA AVE,"205-595 PANDORA AVE
VICTORIA BC  V8W 1N5",DOWNTOWN
472908.7416,5363385.6849,4952,MCCONNAN BION O'CONNOR & PETERSON,1872,APPROVED,20240110,20240101,20241231,PROFESSIONAL - BARRISTER / SOLICITOR,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services",PROFESSIONAL - BARRISTER / SOLICITOR,"420-880 DOUGLAS ST
VICTORIA BC  V8W 2B7",01032003,035420020916111110400000,100,420,880,DOUGLAS ST,"420-880 DOUGLAS ST
VICTORIA BC  V8W 2B7",DOWNTOWN
473130.43,5363799.3896,4953,BOMBSHELL DESIGN,00039121,APPROVED,20240206,20240101,20241231,PERSONAL SERVICES - ESTHETICS,Other services (exc. Public administration) / Personal & laundry services / Personal care services,PERSONAL SERVICES - ESTHETICS,"104-733 JOHNSON ST
VICTORIA BC  V8W 3C7",01021006,743720020729152411530000,100,104,733,JOHNSON ST,"104-733 JOHNSON ST
VICTORIA BC  V8W 3C7",DOWNTOWN
474110.1034,5362574.8771,4954,FAIRFIELD HEALTH & WELLNESS CLINIC,7689,APPROVED,20231219,20240101,20241231,PROFESSIONAL - MEDICAL,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners,PROFESSIONAL - MEDICAL,"1255 FAIRFIELD RD
VICTORIA BC  V8V 3B3",03270006,1920020328170534160000,100,,1255,FAIRFIELD RD,"1255 FAIRFIELD RD
VICTORIA BC  V8V 3B3",FAIRFIELD
473346.3242,5363527.8915,4955,CAROLINE O'HARA R AC,00033029,APPROVED,20231206,20240101,20241231,PROFESSIONAL - HEALTH,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners,PROFESSIONAL - HEALTH,"214-852 FORT ST
VICTORIA BC  V8W 1H8",01005015,92100C160304132033880000,100,214,852,FORT ST,"214-852 FORT ST
VICTORIA BC  V8W 1H8",DOWNTOWN
473818.3452,5363287.0185,4956,AWAKENING HEART COUNSELLING,00031039,APPROVED,20240305,20240101,20241231,PERSONAL SERVICES - HEALTH,Other services (exc. Public administration) / Personal & laundry services / Personal care services,PERSONAL SERVICES - HEALTH,"201-1005 COOK ST
VICTORIA BC  V8V 3Z6",03213010,729920020725153441600000,100,201,1005,COOK ST,"201-1005 COOK ST
VICTORIA BC  V8V 3Z6",FAIRFIELD
472861.7391,5363541.7149,4957,MICHAEL O'MEARA & COMPANY,5404,APPROVED,20240105,20240101,20241231,PROFESSIONAL - BARRISTER / SOLICITOR,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services",PROFESSIONAL - BARRISTER / SOLICITOR,"109B-645 FORT ST
VICTORIA BC  V8W 1G2",01037004,736920020726145258490000,100,109,645,FORT ST,"109-645 FORT ST
VICTORIA BC  V8W 1G2",DOWNTOWN
472677.8561,5366012.794,4958,OAK + FORT,00043928,APPROVED,20231124,20240101,20241231,RETAIL - GENERAL,Retail trade / Misc. store retailers,RETAIL - GENERAL,"200-7 EAST 6TH AVE
VANCOUVER BC V5T 1J3",V06841008,07207C180515090641962252,100,N103A,3147,DOUGLAS ST,"N103A-3147 DOUGLAS ST
VICTORIA BC  V8Z 6E3",BURNSIDE
473941.4986,5363293.4985,4959,GAINSBOROUGH APTS,3621,APPROVED,20231211,20240101,20241231,WASHERS OR  DRYERS - VARIOUS,Other services (exc. Public administration) / Personal & laundry services / Dry cleaning & laundry services,WASHERS OR  DRYERS - VARIOUS,"C/O PEMBERTON HOLMES
101-891 ATREE AVE
VICTORIA BC  V9B 0A6",03213005,1920020328164355620000,44,,1150,ROCKLAND AVE,"1150 ROCKLAND AVE
VICTORIA BC  V8V 3H7",FAIRFIELD
473941.4986,5363293.4985,4960,GAINSBOROUGH APTS,3620,APPROVED,20231211,20240101,20241231,NON-TRANSIENT ACCOMMODATION - APARTMENT,Real estate & rental & leasing / Real estate / Lessors of real estate,NON-TRANSIENT ACCOMMODATION - APARTMENT,"C/O PEMBERTON HOLMES
101-891 ATTREE AVE
VICTORIA BC  V9B 0A6",03213005,1920020328164355620000,380,,1150,ROCKLAND AVE,"1150 ROCKLAND AVE
VICTORIA BC  V8V 3H7",FAIRFIELD
476104.6738,5363776.9161,4961,OAK BAY BICYCLE SHOP (1988) LTD,4719,APPROVED,20240105,20240101,20241231,RETAIL - GENERAL,Retail trade / Misc. store retailers,RETAIL - GENERAL,"1990 OAK BAY AVE
VICTORIA BC  V8R 1E2",06381012,336320030408085901080000,100,B,1990,OAK BAY AVE,"B-1990 OAK BAY AVE
VICTORIA BC  V8R 1E2",SOUTH JUBILEE
473147.4109,5363088.2511,4962,OAK BAY CLEANING CO INC,00042961,APPROVED,20240104,20240101,20241231,SUPPORT SERVICE - JANITORIAL / CLEANING,"Admin., support, waste mgmt & remed. services / Administrative & support services / Services to buildings & dwellings",SUPPORT SERVICES - JANITORIAL / CLEANING,"AO2-810 HUMBOLDT ST
VICTORIA BC  V8V 5B1",027-970-281,84736C090730125558420000,100,AO2,810,HUMBOLDT ST,"AO2-810 HUMBOLDT ST
VICTORIA BC  V8V 5B1",DOWNTOWN
475968.1374,5364245.2371,4963,OAK BAY DENTURE CLINIC LTD,00037877,APPROVED,20231201,20240101,20241231,PERSONAL SERVICES - MEDICAL SERVICE / SUPPLIES,,PERSONAL SERVICES - MEDICAL SERVICE / SUPPLIES,"1935 LEE AVE
VICTORIA BC  V8R 4W9",06395013,093920020920093135230000,100,,1935,LEE AVE,"1935 LEE AVE
VICTORIA BC  V8R 4W9",SOUTH JUBILEE
475247.5764,5363782.1664,4964,OAK BAY MEDICAL CLINIC LTD,5111,APPROVED,20231206,20240101,20241231,PERSONAL SERVICES - MEDICAL SERVICE / SUPPLIES,Health care & social assistance / Ambulatory health care services / Home health care services,PERSONAL SERVICES - MEDICAL SERVICE / SUPPLIES,"101-1640 OAK BAY AVE
VICTORIA BC  V8R 1B2",06370005,093920020920140751850000,100,101,1640,OAK BAY AVE,"101-1640 OAK BAY AVE
VICTORIA BC  V8R 1B2",SOUTH JUBILEE
472886.4771,5364938.1667,4965,Q - LECTRONIC SERVICES,10901,APPROVED,20240223,20240101,20241231,REPAIR SERVICES - EQUIPMENT,Other services (exc. Public administration) / Repair & maintenance,REPAIR SERVICES - EQUIPMENT,"2626 DOUGLAS ST
VICTORIA BC  V8T 4M1",09698005,229820021007102354600000,100,,2626,DOUGLAS ST,"2626 DOUGLAS ST
VICTORIA BC  V8T 4M1",BURNSIDE
473437.4402,5364731.8187,4966,OAK HILL APARTMENTS,00027094,APPROVED,20231208,20240101,20241231,NON-TRANSIENT ACCOMMODATION - APARTMENT,Real estate & rental & leasing / Real estate / Lessors of real estate,NON-TRANSIENT ACCOMMODATION - APARTMENT,"175 LINDEN AVE
VICTORIA BC  V8V 4E2",07505001,1920020328195334660000,185,,2425,WARK ST,"2425 WARK ST
VICTORIA BC  V8T 4G5",NORTH PARK
473437.4402,5364731.8187,4967,OAK HILL APARTMENTS,00027095,APPROVED,20231208,20240101,20241231,WASHERS OR  DRYERS - VARIOUS,Real estate & rental & leasing / Real estate / Lessors of real estate,WASHERS OR  DRYERS - VARIOUS,"175 LINDEN AVE
VICTORIA BC  V8V 4E2",07505001,1920020328195334660000,22,,2425,WARK ST,"2425 WARK ST
VICTORIA BC  V8T 4G5",NORTH PARK
474995.8088,5365357.8091,4968,OAKLANDS COMMUNITY ASSOCIATION,24546,APPROVED,20231120,20240101,20241231,NON PROFIT SOCIETY - GENERAL,"Other services (exc. Public administration) / Religious, grant-making, civic & similar orgs / Social advocacy organizations",NON PROFIT SOCIETY - GENERAL,"1-2827 BELMONT AVE
VICTORIA BC  V8R 4B2",08568001,1920020328201059490000,0,,2827,BELMONT AVE,"2827 BELMONT AVE
VICTORIA BC  V8R 4B2",OAKLANDS
474995.8088,5365357.8091,4969,OAKLANDS OUT OF SCHOOL CARE,00041609,APPROVED,20231120,20240101,20241231,NON PROFIT SOCIETY - GENERAL,"Other services (exc. Public administration) / Religious, grant-making, civic & similar orgs / Social advocacy organizations",NON PROFIT SOCIETY - GENERAL,"1-2827 BELMONT AVE
VICTORIA BC  V8R 4B2",08568001,1920020328201059490000,0,,2827,BELMONT AVE,"2827 BELMONT AVE
VICTORIA BC  V8R 4B2",OAKLANDS
474464.7508,5365155.7576,4970,OAKLANDS OUT OF SCHOOL CARE #2,00041610,APPROVED,20231120,20240101,20241231,NON PROFIT SOCIETY - GENERAL,"Other services (exc. Public administration) / Religious, grant-making, civic & similar orgs / Social advocacy organizations",NON PROFIT SOCIETY - GENERAL,"2736 FERNWOOD RD
VICTORIA BC  V8T 3A4",08580009,1920020328201402890000,0,,2736,FERNWOOD RD,"2736 FERNWOOD RD
VICTORIA BC  V8T 3A4",OAKLANDS
475699.9323,5363898.8711,4971,SUNDANCE ELEMENTRY SCHOOL CARE,00041611,APPROVED,20231120,20240101,20241231,NON PROFIT SOCIETY - GENERAL,"Other services (exc. Public administration) / Religious, grant-making, civic & similar orgs / Social advocacy organizations",NON PROFIT SOCIETY - GENERAL,"1623 BANK ST
VICTORIA BC  V8R 4V5",V03851019,46550C130827160231850000,0,,1623,BANK ST,"1623 BANK ST
VICTORIA BC  V8R 4V5",SOUTH JUBILEE
475077.0066,5364931.2025,4972,"OAKLANDS NEIGHBOURHOOD HOUSE
LITTLE ACORN CARE CENTER",21833,APPROVED,20231120,20240101,20241231,NON PROFIT SOCIETY - GENERAL,"Other services (exc. Public administration) / Religious, grant-making, civic & similar orgs / Social advocacy organizations",NON PROFIT SOCIETY - GENERAL,"2629 VICTOR ST
VICTORIA BC  V8R 4E3",08554020,1920020328200244530000,0,,2629,VICTOR ST,"2629 VICTOR ST
VICTORIA BC  V8R 4E3",OAKLANDS
474876.0707,5365349.4545,4973,HAMILTON PARK CHILD CARE,00041584,APPROVED,20240222,20240101,20241231,DAY CARE - AFTER SCHOOL,Health care & social assistance / Social assistance / Child day-care services,DAY CARE - AFTER SCHOOL,"1 & 2-1487 HAMILTON RD
VICTORIA BC  V8R 2Y2",V05741037,10362C200316103228990918,30,,1487,HAMILTON RD,"1487 HAMILTON RD
VICTORIA BC  V8R 2Y2",OAKLANDS
472873.7942,5363791.7663,4974,OAKWYN REALTY LTD.,00045278,APPROVED,20231228,20240101,20241231,BUSINESS SERVICES - REALTOR,Real estate & rental & leasing / Real estate / Offices of real estate agents & brokers,BUSINESS SERVICES - REALTOR,"3195 OAK STREET
VANCOUVER BC  V6H2L2",01042007,339C20060125110530110000,100,,612,YATES ST,"612 YATES ST
VICTORIA BC  V8W 1K9",DOWNTOWN
472868.4265,5363690.0194,4975,GO INWARDS GROUP,00045642,APPROVED,20231213,20240101,20241231,RETAIL - GENERAL,Retail trade / Misc. store retailers,RETAIL - GENERAL,"622 VIEW ST
VICTORIA BC  V8W 1J4",01041010,159720020927111509780000,100,,622,VIEW ST,"622 VIEW ST
VICTORIA BC  V8W 1J4",DOWNTOWN
473218.5309,5363879.3596,4976,OCEAN ISLAND BACKPACKER'S INN LTD,3460,APPROVED,20240103,20240101,20241231,TRANSIENT ACCOMMODATION - HOTEL,Accommodation & food services / Accommodation services / Traveller accommodation,TRANSIENT ACCOMMODATION - HOTEL,"791 PANDORA AVE
VICTORIA BC  V8W 1N9",01020010,1920020328154845230000,455,,791,PANDORA AVE,"791 PANDORA AVE
VICTORIA BC  V8W 1N9",DOWNTOWN
473218.5309,5363879.3596,4977,OCEAN ISLAND BACKPACKER'S INN LTD,3461,APPROVED,20240103,20240101,20241231,AUTOMATIC VENDING MACHINES - VARIOUS,Retail trade / Non-store retailers / Vending machine operators,AUTOMATIC VENDING MACHINES - VARIOUS,"791 PANDORA AVE
VICTORIA BC  V8W 1N9",01020010,1920020328154845230000,75,,791,PANDORA AVE,"791 PANDORA AVE
VICTORIA BC  V8W 1N9",DOWNTOWN
473218.5309,5363879.3596,4978,OCEAN ISLAND BACKPACKER'S INN LTD,3462,APPROVED,20240103,20240101,20241231,WASHERS OR  DRYERS - VARIOUS,Other services (exc. Public administration) / Personal & laundry services / Dry cleaning & laundry services,WASHERS OR  DRYERS - VARIOUS,"791 PANDORA AVE
VICTORIA BC  V8W 1N9",01020010,1920020328154845230000,88,,791,PANDORA AVE,"791 PANDORA AVE
VICTORIA BC  V8W 1N9",DOWNTOWN
473218.5309,5363879.3596,4979,OCEAN ISLAND BACKPACKER'S INN LTD,3463,APPROVED,20240103,20240101,20241231,RESTAURANT W/FOOD PRIMARY LIQUOR LIC. - GENERAL,Accommodation & food services / Food services & drinking places / Full-serv. rest. & limited-serv. eating place,RESTAURANT W/FOOD PRIMARY LIQUOR LIC. - GENERAL,"791 PANDORA AVE
VICTORIA BC  V8W 1N9",01020010,1920020328154845230000,200,,791,PANDORA AVE,"791 PANDORA AVE
VICTORIA BC  V8W 1N9",DOWNTOWN
473553.616,5365260.6464,4980,OCEAN RAIN INTERNATIONAL DAYCARE CENTER-HILLSIDE,00044604,APPROVED,20231127,20240101,20241231,DAY CARE - CENTRE,Health care & social assistance / Social assistance / Child day-care services,DAY CARE - CENTRE,"1038 HILLSIDE AVE
VICTORIA BC  V8T 2A5",09667016,1920020328205241210000,30,,1038,HILLSIDE AVE,"1038 HILLSIDE AVE
VICTORIA BC  V8T 2A5",HILLSIDE / QUADRA
472606.7424,5364248.0148,4981,OCEAN RIVER PADDLING CLUB SOCIETY,00025997,APPROVED,20231120,20240101,20241231,NON PROFIT SOCIETY - GENERAL,"Other services (exc. Public administration) / Religious, grant-making, civic & similar orgs / Social advocacy organizations",NON PROFIT SOCIETY - GENERAL,"1345 READINGS DR
NORTH SAANICH BC  V8L 5K7",01077027,1920020328155610560000,0,,1824,STORE ST,"1824 STORE ST
VICTORIA BC  V8T 4R4",DOWNTOWN
472559.0431,5364143.7668,4982,OCEAN RIVER SPORTS,2537,APPROVED,20240131,20240101,20241231,BUSINESS SERVICES - TOURISM,"Admin., support, waste mgmt & remed. services / Administrative & support services / Business support services",BUSINESS SERVICES - TOURISM,"4664 SPRING ROAD
VICTORIA BC  V9E 2B4",V00761009,35128C210621125914593111,100,,450,SWIFT ST,"450 SWIFT ST
VICTORIA BC  V8W 1S3",DOWNTOWN
471510.5403,5364623.9273,4983,OCEANIC MARKET,00032746,APPROVED,20231208,20240101,20241231,RETAIL - GENERAL,Retail trade / Misc. store retailers,RETAIL - GENERAL,"810 CATHERINE ST
VICTORIA BC  V9A 3V1",12819009,1920020328213822080000,100,,810,CATHERINE ST,"810 CATHERINE ST
VICTORIA BC  V9A 3V1",VICTORIA WEST
472356.0125,5364789.0758,4984,OCEANVIEW MECHANICAL LTD,6184,APPROVED,20240418,20240101,20241231,CONTRACTOR,Construction / Specialty trade contractors,CONTRACTOR,"465 JOHN ST
VICTORIA BC  V8T 5H1",017-727-723,1920020328210425540000,100,,465,JOHN ST,"465 JOHN ST
VICTORIA BC  V8T 5H1",BURNSIDE
475214.6076,5363812.968,4985,OCHS CONSULTING,00029211,APPROVED,20231123,20240101,20241231,PROFESSIONAL - HEALTH,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners,PROFESSIONAL - HEALTH,"345-1627 FORT ST
VICTORIA BC  V8R 1H8",06370007,743720020729100648040000,100,345,1627,FORT ST,"345-1627 FORT ST
VICTORIA BC  V8R 1H8",SOUTH JUBILEE
473109.4949,5363696.5839,4986,ODLUM BROWN LIMITED,1735,APPROVED,20231208,20240101,20241231,FINANCIAL-INVESTMENTS/SECURITIES - GENERAL,"Finance & insurance / Securities, commodity contracts & related / Securities & commodity contracts intermed.",FINANCIAL-INVESTMENTS/SECURITIES - GENERAL,"410-737 YATES ST
VICTORIA BC  V8W 1L6",V00221023,764920020801111236290000,200,410,737,YATES ST,"410-737 YATES ST
VICTORIA BC  V8W 1L6",DOWNTOWN
472692.7574,5363774.5373,4987,OFFICE OF MCFARLANE BIGGAR,00040856,APPROVED,20231129,20240101,20241231,PROFESSIONAL - ARCHITECT,"Professional, scientific & technical services / Professional, scientific & technical services / Architectural, engineering & related services",PROFESSIONAL - ARCHITECT,"301-1825  QUEBEC ST
VANCOUVER BC  V5T2Z3",01064005,1920020328155341890000,100,,535,YATES ST,"535 YATES ST
VICTORIA BC  V8W 2Z6",DOWNTOWN
473019.0452,5363674.7364,4988,OFFICESPACE SOFTWARE CANADA INC,00036930,APPROVED,20240110,20240101,20241231,COMPUTER SERVICES - DEVELOP & DESIGN,"Professional, scientific & technical services / Professional, scientific & technical services / Computer systems design & related services",COMPUTER SERVICES - DEVELOPMENT & DESIGN,"610-1207 DOUGLAS ST
VICTORIA BC  V8W 2E7",01022021,736920020726094732510000,100,610,1207,DOUGLAS ST,"610-1207 DOUGLAS ST
VICTORIA BC  V8W 2E7",DOWNTOWN
472604.9593,5364021.7307,4989,"OGDEN, DAVID",00046890,APPROVED,20240516,20240501,20241231,NON-TRANSIENT BACHELOR UNIT - NON TRANSIENT,Real estate & rental & leasing / Real estate / Lessors of real estate,NON-TRANSIENT BACHELOR UNIT - NON TRANSIENT,"1915 STANLEY ST
VICTORIA BC V8R 3X5",029-992-648,97036C161205090654660000,10,108,456,PANDORA AVE,"108-456 PANDORA AVE
VICTORIA BC  V8W 0E3",DOWNTOWN
472725.7323,5363869.1954,4990,OH SUGAR,00030293,APPROVED,20240206,20240101,20241231,RETAIL - GENERAL,Retail trade / Misc. store retailers,RETAIL - GENERAL,"101-561 JOHNSON ST
VICTORIA BC  V8W 1M2",01062034,925020020830115235150000,100,101,561,JOHNSON ST,"101-561 JOHNSON ST
VICTORIA BC  V8W 1M2",DOWNTOWN
472722.8181,5364041.268,4991,OHANA POKE,00041290,APPROVED,20231128,20240101,20241231,RESTAURANT - TAKE OUT FOOD,Accommodation & food services / Food services & drinking places / Full-serv. rest. & limited-serv. eating place,RESTAURANT - TAKE OUT FOOD,"513 FISGARD ST
VICTORIA BC  V8W 1R3",029-264-146,89436C140307155459600000,100,,513,FISGARD ST,"513 FISGARD ST
VICTORIA BC  V8W 1R3",DOWNTOWN
473203.2914,5363844.9756,4992,CITY LIFE SUITES LTD,00035455,APPROVED,20240102,20240101,20241231,NON-TRANSIENT ONE BEDROOM - NON TRANSIENT,Real estate & rental & leasing / Real estate / Lessors of real estate,NON-TRANSIENT ONE BEDROOM - NON TRANSIENT,"33 STONERIDGE DR
VICTORIA BC  V9B 6M4",027-683-257,38142C081027114934700000,15,307,760,JOHNSON ST,"307-760 JOHNSON ST
VICTORIA BC  V8W 0A4",DOWNTOWN
474921.3079,5363703.6686,4993,RAVEN MASSAGE,00042644,APPROVED,20231219,20240101,20241231,PROFESSIONAL - HEALTH,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners,PROFESSIONAL - HEALTH,"1537 PANDORA AVE
VICTORIA BC  V8R 6P9",000-713-163,104120020923104346820000,100,,1537,PANDORA AVE,"1537 PANDORA AVE
VICTORIA BC  V8R 6P9",FERNWOOD
474921.3079,5363703.6686,4994,RAVEN SPIRIT HEALTH & HEALING,00046607,APPROVED,20240409,20240325,20241231,PROFESSIONAL - HEALTH,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners,PROFESSIONAL - HEALTH,"1537 PANDORA AVE
VICTORIA BC  V8R 6P9",000-713-163,104120020923104346820000,100,,1537,PANDORA AVE,"1537 PANDORA AVE
VICTORIA BC  V8R 6P9",FERNWOOD
475315.8468,5365816.5097,4995,OLAKINO LASER + SKIN INC,00043417,APPROVED,20240110,20240101,20241231,PERSONAL SERVICES - ESTHETICS,Other services (exc. Public administration) / Personal & laundry services / Personal care services,PERSONAL SERVICES - ESTHETICS,"390-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",013-241-087,1920020328202259880000,100,390,1641,HILLSIDE AVE,"390-1641 HILLSIDE AVE
VICTORIA BC  V8T 5G1",OAKLANDS
473316.2979,5363362.9494,4996,NUBIAN DELICACIES,00045334,APPROVED,20240221,20240101,20241231,RESTAURANT - GENERAL,Accommodation & food services / Food services & drinking places / Special food services,RESTAURANT - GENERAL,"851 BROUGHTON ST
VICTORIA BC  V8W 1E5",01003005,1920020328154545010000,100,,851,BROUGHTON ST,"851 BROUGHTON ST
VICTORIA BC  V8W 1E5",DOWNTOWN
474057.5413,5363210.4735,4997,LINROC APTS,3624,APPROVED,20240116,20240101,20241231,NON-TRANSIENT ACCOMMODATION - APARTMENT,Real estate & rental & leasing / Real estate / Lessors of real estate,NON-TRANSIENT ACCOMMODATION - APARTMENT,"C/O DEVON PROPERTIES LTD
100-990 FORT ST
VICTORIA BC  V8V 3K2",03291015,1920020328170940210000,125,,1208,ROCKLAND AVE,"1208 ROCKLAND AVE
VICTORIA BC  V8V 3H9",ROCKLAND
474057.5413,5363210.4735,4998,LINROC APTS,3625,APPROVED,20240116,20240101,20241231,WASHERS OR  DRYERS - VARIOUS,Other services (exc. Public administration) / Personal & laundry services / Dry cleaning & laundry services,WASHERS OR  DRYERS - VARIOUS,"C/O DEVON PROPERTIES LTD
100-990 FORT ST
VICTORIA BC  V8V 3K2",03291015,1920020328170940210000,22,,1208,ROCKLAND AVE,"1208 ROCKLAND AVE
VICTORIA BC  V8V 3H9",ROCKLAND
475827.1528,5363723.1481,4999,"OLCHOWECKI, MARNIE",6650,APPROVED,20240110,20240101,20241231,PERSONAL SERVICES - HEALTH,Other services (exc. Public administration) / Personal & laundry services / Personal care services,PERSONAL SERVICES - HEALTH,"1863 OAK BAY AVE
VICTORIA BC  V8R 1C6",06376001,1920020328174924740000,100,,1863,OAK BAY AVE,"1863 OAK BAY AVE
VICTORIA BC  V8R 1C6",GONZALES
474706.8279,5362152.8217,5000,OLD CEMETERIES SOCIETY OF VICTORIA,22907,APPROVED,20231120,20240101,20241231,NON PROFIT SOCIETY - GENERAL,"Other services (exc. Public administration) / Religious, grant-making, civic & similar orgs / Social advocacy organizations",NON PROFIT SOCIETY - GENERAL,"PO BOX 50004
RPO FAIRFIELD PLAZA
VICTORIA BC  V8S 5L8",03260032,1920020328170254170000,0,,1490,FAIRFIELD RD,"1490 FAIRFIELD RD
VICTORIA BC  V8S 1E8",FAIRFIELD
473068.3623,5363574.8599,5001,OLD N GOLD JEWELLERY AND BULLION INC,8127,APPROVED,20240110,20240101,20241231,SECOND HAND DEALER - RETAIL,Retail trade / Misc. store retailers / Used merchandise stores,SECOND HAND DEALER - RETAIL,"742 FORT ST
VICTORIA BC  V8W 1H2",01023012,297020020515162345920000,100,,742,FORT ST,"742 FORT ST
VICTORIA BC  V8W 1H2",DOWNTOWN
473068.3623,5363574.8599,5002,OLD N GOLD JEWELLERY AND BULLION INC,8128,APPROVED,20240110,20240101,20241231,SECOND HAND DEALER - PAWNBROKER,Retail trade / Misc. store retailers / Used merchandise stores,SECOND HAND DEALER - PAWNBROKER,"742 FORT ST
VICTORIA BC  V8W 1H2",01023012,297020020515162345920000,100,,742,FORT ST,"742 FORT ST
VICTORIA BC  V8W 1H2",DOWNTOWN
473425.6235,5364010.5279,5003,OLD SPAGHETTI FACTORY,7745,APPROVED,20231228,20240101,20241231,RESTAURANT W/FOOD PRIMARY LIQUOR LIC. - GENERAL,Accommodation & food services / Food services & drinking places / Full-serv. rest. & limited-serv. eating place,RESTAURANT W/FOOD PRIMARY LIQUOR LIC. - GENERAL,"703 DOUGLAS ST
VICTORIA BC  V8W 2B4",,1920020328154943320000,200,,703,DOUGLAS ST,"703 DOUGLAS ST
VICTORIA BC  V8W 2B4",BURNSIDE
472802.2838,5364211.1544,5004,JAM CAFE,24391,APPROVED,20231123,20240101,20241231,RESTAURANT W/FOOD PRIMARY LIQUOR LIC. - GENERAL,Accommodation & food services / Food services & drinking places / Full-serv. rest. & limited-serv. eating place,RESTAURANT W/FOOD PRIMARY LIQUOR LIC. - GENERAL,"542 HERALD ST
VICTORIA BC  V8W 1S6",01058005,1920020328155241620000,200,,542,HERALD ST,"542 HERALD ST
VICTORIA BC  V8W 1S6",DOWNTOWN
